nome_conta,Date,nome_campanha,tipo_rede_ad,impressoes,cliques,interacoes,conversoes,valor_conversoes,investido
Intelbras - E-commerce (A7B),2022-12-03,PMax: [E-COMMERCE] Outras Categorias - Conversão,MIXED,1203312.0,13728.0,13728.0,430.24000000000012,430.24000000000012,12232.56
Intelbras - Redes (A7B),2022-12-03,[REDES - HOME-OFFICE] ALCANCE - (youtube) Wi-Force W5 1200 G,YOUTUBE_WATCH,146668.5,135.0,66645.0,0.0,0.0,1027.885518
Intelbras - Redes (A7B),2022-12-03,[REDES - FIBRA-ÓPTICA] CONSIDERAÇÃO (youtube) - Fibra Óptica,YOUTUBE_WATCH,30931.5,136.0,20723.0,0.0,0.0,498.438317
Intelbras - E-commerce (A7B),2022-12-03,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,539.5,4.0,4.0,0.0,0.0,1.665
Intelbras - Controle de Acesso (A7B),2022-12-03,[CONT-ACESS - EMP-CORP] CONVERSÕES (pmax) - Linha de Faciais,MIXED,13056.0,1972.0,1989.0,238.0,238.0,3645.9424595
Intelbras - Comunicação (A7B),2022-12-03,[CM - EC] Conversão (PMAX) - Wide Chat,MIXED,5754.5,671.5,705.5,0.0,0.0,336.7073635
Intelbras - E-commerce (A7B),2022-12-03,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,10429.5,2652.0,2652.0,59.5,59.5,220.405
Intelbras - Redes (A7B),2022-12-03,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,28135.0,739.5,739.5,38.25,38.25,1563.83
Intelbras - Redes (A7B),2022-12-03,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,5134.0,187.0,187.0,17.0,17.0,185.045
Intelbras - Segurança (A7B),2022-12-03,[SEG - AS] Leads (Search) - Série 8000,SEARCH,26528.5,1462.0,1462.0,42.5,42.5,947.58
Intelbras - Segurança (A7B),2022-12-03,[SEG - TMR] Remarketing (Display) - Micro SD,CONTENT,43622.0,433.5,450.5,0.0,0.0,546.437851
Intelbras - Energia Solar (A7B),2022-12-03,[ES - OG] Reconhecimento (Bumper) - Simulador Solar,YOUTUBE_WATCH,502120.5,17.0,17.0,0.0,0.0,1275.8745225
Intelbras - Segurança (A7B),2022-12-03,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_WATCH,3174607.5,0.0,101062.5,0.0,0.0,5282.4
Intelbras - E-commerce (A7B),2022-12-03,[E-COMMERCE] PMax Residências - Venda,MIXED,221867.0,1972.0,1972.0,34.0,34.0,983.535
Intelbras - E-commerce (A7B),2022-12-03,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,9854.5,209.0,209.5,4.5,4.5,123.591799
Intelbras - E-commerce (A7B),2022-12-03,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,264912.0,3496.0,3496.0,96.0,96.0,4885.413864
Intelbras - E-commerce (A7B),2022-12-03,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,75207.0,858.0,858.0,26.89,26.89,764.535
Intelbras - E-commerce (A7B),2022-12-03,[E-COMMERCE] Institucional - Conversão,SEARCH,378955.5,25814.5,25814.5,76.669999999999987,76.669999999999987,5437.28
Intelbras - Energia Solar (A7B),2022-12-03,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,2722031.5,10999.0,11007.5,1002.6600000000002,1002.6600000000002,4949.749478
Intelbras - Energia Solar (A7B),2022-12-03,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,1037.0,51.0,51.0,0.0,0.0,136.425
Intelbras - Comunicação (A7B),2022-12-03,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,16005.5,221.0,221.0,0.0,0.0,406.725
Intelbras - Redes (A7B),2022-12-03,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,11594.0,901.0,901.0,141.865,141.865,377.57
Intelbras - Solução Grandes Empresas (A7B),2022-12-03,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,870017.5,1130.5,1130.5,0.0,0.0,618.8195925
Intelbras - Segurança (A7B),2022-12-03,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,210.0,0.0,7.5,0.0,0.0,0.0
Intelbras - E-commerce (A7B),2022-12-03,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,157672.0,3344.0,3352.0,72.0,72.0,1977.468784
Intelbras - Energia Solar (A7B),2022-12-03,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,27217.0,773.5,773.5,51.0,51.0,298.86
Intelbras - Redes (A7B),2022-12-03,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,1564.0,161.5,161.5,42.5,42.5,403.75
Intelbras - Segurança (A7B),2022-12-03,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,323.0,8.5,127.5,0.0,0.0,22.8561175
Intelbras - Controle de Acesso (A7B),2022-12-03,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,36133.5,178.5,18028.5,0.0,0.0,486.534101
Intelbras - E-commerce (A7B),2022-12-03,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,29888.0,920.0,920.0,0.0,0.0,474.991136
Intelbras - Controle de Acesso (A7B),2022-12-03,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,4207.5,255.0,255.0,0.0,0.0,233.07
Intelbras - Energia Solar (A7B),2022-12-03,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,620.5,68.0,68.0,0.0,0.0,146.71
Intelbras - Energia Solar (A7B),2022-12-03,[ES - OG] Leads (Search) - Simulador Solar,SEARCH,59848.5,4828.0,4828.0,1485.6299999999994,1485.6299999999994,7675.075
Intelbras - Solução Residencial (A7B),2022-12-03,AT - Sol. Residenciais - Venda - Casa Inteligente - Institucional - Jun/22,SEARCH,8814.5,586.5,586.5,0.0,0.0,405.195
Intelbras - Energia Solar (A7B),2022-12-03,[ES - OG] Leads (Search) - Simulador Solar,CONTENT,119.0,0.0,0.0,0.0,0.0,0.0
Intelbras - Segurança (A7B),2022-12-03,[SEG - AS] Leads (Search) - Série 8000,CONTENT,14288.5,1028.5,1028.5,0.0,0.0,170.9122455
Intelbras - E-commerce (A7B),2022-12-03,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,16557.0,218.5,218.5,6.0,6.0,305.3383665
Intelbras - Comunicação (A7B),2022-12-03,[CM - EC] Conversão (PMAX) - Wide Voice,MIXED,2439.5,204.0,263.5,0.0,0.0,230.443551
Intelbras - Segurança (A7B),2022-12-02,[SEG - TMR] Remarketing (Display) - Micro SD,CONTENT,8568.0,85.0,136.0,0.0,0.0,90.46006
Intelbras - Energia Solar (A7B),2022-12-02,[ES - OG] Remarketing (Display) - Telegram Solar,CONTENT,23472.0,180.0,180.0,28.0,28.0,209.93528
Intelbras - Controle de Acesso (A7B),2022-12-02,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,6358.0,561.0,561.0,25.5,25.5,554.965
Intelbras - Energia Solar (A7B),2022-12-02,[ES - OG] Leads (Search) - Simulador Solar,SEARCH,53176.0,4590.0,4590.0,1723.9700000000009,1723.9700000000009,6881.515
Intelbras - Redes (A7B),2022-12-02,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,14314.0,909.5,909.5,102.0,102.0,381.735
Intelbras - Controle de Acesso (A7B),2022-12-02,[CONT-ACESS - EMP-CORP] CONVERSÕES (pmax) - Linha de Faciais,MIXED,26384.0,1963.5,1972.0,229.41500000000005,229.41500000000005,4969.8344085
Intelbras - Segurança (A7B),2022-12-02,[SEG - AS] Leads (Search) - Série 8000,CONTENT,918.0,76.5,76.5,0.0,0.0,58.2822985
Intelbras - Controle de Acesso (A7B),2022-12-02,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (display) - Automatizadores Awareness Remarketing,CONTENT,1717.0,127.5,127.5,9.86,9.86,175.951683
Intelbras - Comunicação (A7B),2022-12-02,[CM - EC] Conversão (PMAX) - Wide Chat,MIXED,3893.0,272.0,340.0,0.0,0.0,620.772408
Intelbras - E-commerce (A7B),2022-12-02,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,3482.0,66.0,66.0,3.9699999999999998,3.9699999999999998,35.52736
Intelbras - Energia Solar (A7B),2022-12-02,[ES - OG] Reconhecimento (Bumper) - Simulador Solar,YOUTUBE_WATCH,650734.5,51.0,51.0,0.0,0.0,1275.989485
Intelbras - Redes (A7B),2022-12-02,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,3689.0,144.5,144.5,42.5,42.5,151.215
Intelbras - Segurança (A7B),2022-12-02,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,4165.0,170.0,170.0,0.0,0.0,118.66
Intelbras - Solução Residencial (A7B),2022-12-02,AT - Sol. Residenciais - Venda - Casa Inteligente - Institucional - Jun/22,SEARCH,5754.5,391.0,391.0,0.0,0.0,499.545
Intelbras - Energia Solar (A7B),2022-12-02,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,1232.5,34.0,34.0,0.0,0.0,128.52
Intelbras - Energia Solar (A7B),2022-12-02,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,1190.0,68.0,68.0,0.0,0.0,146.455
Intelbras - E-commerce (A7B),2022-12-02,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,3250.5,55.0,55.0,0.0,0.0,39.7546855
Intelbras - E-commerce (A7B),2022-12-02,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,24623.0,254.0,254.0,10.0,10.0,107.665
Intelbras - Energia Solar (A7B),2022-12-02,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,2249142.5,10540.0,10540.0,850.0,850.0,5063.4213635
Intelbras - Redes (A7B),2022-12-02,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,569.5,127.5,136.0,25.5,25.5,242.25
Intelbras - E-commerce (A7B),2022-12-02,[E-COMMERCE] PMax Residências - Venda,MIXED,152481.5,1105.0,1105.0,51.0,51.0,444.465
Intelbras - E-commerce (A7B),2022-12-02,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,25680.0,184.0,184.0,16.0,16.0,90.08
Intelbras - E-commerce (A7B),2022-12-02,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,55712.0,1056.0,1056.0,63.519999999999996,63.519999999999996,568.43776
Intelbras - Segurança (A7B),2022-12-02,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_WATCH,3071175.0,0.0,92235.0,0.0,0.0,5340.225
Intelbras - Solução Grandes Empresas (A7B),2022-12-02,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,1005898.5,1275.0,1275.0,0.0,0.0,637.4360885
Intelbras - Controle de Acesso (A7B),2022-12-02,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (search) - Automatizadores Awareness,SEARCH,16864.0,544.0,544.0,17.0,17.0,603.075
Intelbras - E-commerce (A7B),2022-12-02,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,10565.5,2218.5,2218.5,25.5,25.5,242.505
Intelbras - E-commerce (A7B),2022-12-02,[E-COMMERCE] Institucional - Conversão,SEARCH,278766.0,20527.5,20527.5,187.34000000000017,187.34000000000017,4306.27
Intelbras - Segurança (A7B),2022-12-02,[SEG - TMR] Tráfego (Search) - TMR,SEARCH,18921.0,450.5,450.5,0.0,0.0,101.575
Intelbras - E-commerce (A7B),2022-12-02,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,52008.0,880.0,880.0,0.0,0.0,636.074968
Intelbras - E-commerce (A7B),2022-12-02,PMax: [E-COMMERCE] Outras Categorias - Conversão,MIXED,393968.0,4064.0,4064.0,160.0,160.0,1722.64
Intelbras - Segurança (A7B),2022-12-02,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,2745.5,42.5,433.5,0.0,0.0,69.52745
Intelbras - Redes (A7B),2022-12-02,[REDES - FIBRA-ÓPTICA] CONSIDERAÇÃO (youtube) - Fibra Óptica,YOUTUBE_WATCH,28220.0,127.5,19363.0,0.0,0.0,496.3199385
Intelbras - E-commerce (A7B),2022-12-02,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,1605.0,11.5,11.5,1.0,1.0,5.63
Intelbras - E-commerce (A7B),2022-12-02,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,11440.0,352.0,352.0,0.0,0.0,236.81968
Intelbras - E-commerce (A7B),2022-12-02,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,715.0,22.0,22.0,0.0,0.0,14.80123
Intelbras - Segurança (A7B),2022-12-02,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,187.5,0.0,7.5,0.0,0.0,0.3
Intelbras - Energia Solar (A7B),2022-12-02,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,43273.5,1980.5,1980.5,51.0,51.0,298.86
Intelbras - Comunicação (A7B),2022-12-02,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,11696.0,263.5,263.5,0.0,0.0,425.17
Intelbras - Redes (A7B),2022-12-02,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,6910.5,323.0,323.0,25.5,25.5,373.83
Intelbras - Redes (A7B),2022-12-02,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,28636.5,850.0,850.0,27.625,27.625,1533.825
Intelbras - Segurança (A7B),2022-12-02,[SEG - AS] Leads (Search) - Série 8000,SEARCH,13693.5,841.5,841.5,68.0,68.0,345.1
Intelbras - Segurança (A7B),2022-12-02,[SEG - TMR] Tráfego (Search) - Micro SD,SEARCH,25296.0,858.5,858.5,0.0,0.0,354.195
Intelbras - Comunicação (A7B),2022-12-02,[CM - EC] Conversão (PMAX) - Wide Voice,MIXED,569.5,76.5,76.5,17.0,17.0,93.7738275
Intelbras - Redes (A7B),2022-12-02,[REDES - HOME-OFFICE] ALCANCE - (youtube) Wi-Force W5 1200 G,YOUTUBE_WATCH,136638.0,180.0,60043.5,13.5,13.5,1025.864631
Intelbras - Controle de Acesso (A7B),2022-12-02,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,35309.0,212.5,17510.0,0.0,0.0,484.867319
Intelbras - Energia Solar (A7B),2022-12-01,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,2530416.0,11857.5,11866.0,1147.5,1147.5,7124.859358
Intelbras - E-commerce (A7B),2022-12-01,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,9280.0,96.0,96.0,0.0,0.0,70.24
Intelbras - E-commerce (A7B),2022-12-01,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,1778.5,15.0,15.0,0.0,0.0,9.12
Intelbras - E-commerce (A7B),2022-12-01,Energia Solar - Pmax - Luminárias Solares,MIXED,4284.0,102.0,102.0,0.0,0.0,15.64
Intelbras - Energia Solar (A7B),2022-12-01,[ES - OG] Leads (Search) - Simulador Solar,CONTENT,8.5,0.0,0.0,0.0,0.0,0.0
Intelbras - Energia Solar (A7B),2022-12-01,[ES - OG] Reconhecimento (Bumper) - Simulador Solar,YOUTUBE_WATCH,490161.0,34.0,34.0,0.0,0.0,1274.6582915
Intelbras - Energia Solar (A7B),2022-12-01,[ES - OG] Remarketing (Display) - Telegram Solar,CONTENT,1252.0,24.0,24.0,8.0,8.0,13.208732
Intelbras - Segurança (A7B),2022-12-01,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,172.5,0.0,0.0,0.0,0.0,0.0
Intelbras - Comunicação (A7B),2022-12-01,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,9137.5,365.5,365.5,0.0,0.0,523.685
Intelbras - Controle de Acesso (A7B),2022-12-01,[CONT-ACESS - EMP-CORP] CONVERSÕES (pmax) - Linha de Faciais,MIXED,12733.0,1776.5,1810.5,144.5,144.5,2861.177894
Intelbras - E-commerce (A7B),2022-12-01,PMax: [E-COMMERCE] Outras Categorias - Conversão,MIXED,130424.0,1312.0,1312.0,62.0,62.0,130.64
Intelbras - Redes (A7B),2022-12-01,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,1011.5,102.0,102.0,59.5,59.5,565.25
Intelbras - Segurança (A7B),2022-12-01,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,4743.0,34.0,663.0,0.0,0.0,243.0920185
Intelbras - Redes (A7B),2022-12-01,[REDES - HOME-OFFICE] ALCANCE - (youtube) Wi-Force W5 1200 G,YOUTUBE_WATCH,135274.5,153.0,61906.5,13.5,13.5,1026.900387
Intelbras - E-commerce (A7B),2022-12-01,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,580.0,6.0,6.0,0.0,0.0,4.39
Intelbras - E-commerce (A7B),2022-12-01,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,28456.0,240.0,240.0,0.0,0.0,145.92
Intelbras - E-commerce (A7B),2022-12-01,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,26800.0,248.0,248.0,0.0,0.0,39.931968
Intelbras - E-commerce (A7B),2022-12-01,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,1675.0,15.5,15.5,0.0,0.0,2.495748
Intelbras - E-commerce (A7B),2022-12-01,[E-COMMERCE] PMax Residências - Venda,MIXED,108851.0,773.5,773.5,34.850000000000009,34.850000000000009,129.115
Intelbras - Energia Solar (A7B),2022-12-01,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,38785.5,2235.5,2235.5,85.0,85.0,498.1
Intelbras - Segurança (A7B),2022-12-01,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_WATCH,2715202.5,0.0,87360.0,22.5,22.5,5263.35
Intelbras - Controle de Acesso (A7B),2022-12-01,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (search) - Automatizadores Awareness,SEARCH,13413.0,501.5,501.5,42.5,42.5,564.57
Intelbras - Energia Solar (A7B),2022-12-01,[ES - OG] Leads (Search) - Simulador Solar,SEARCH,76704.0,6647.0,6647.0,2131.119999999999,2131.119999999999,10001.865
Intelbras - Segurança (A7B),2022-12-01,[SEG - TMR] Tráfego (Search) - TMR,SEARCH,21496.5,535.5,535.5,8.5,8.5,112.795
Intelbras - Redes (A7B),2022-12-01,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,25636.0,833.0,833.0,59.5,59.5,1464.465
Intelbras - Comunicação (A7B),2022-12-01,[CM - EC] Conversão (PMAX) - Wide Voice,MIXED,646.0,153.0,153.0,8.5,8.5,186.009767
Intelbras - E-commerce (A7B),2022-12-01,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,8151.5,82.0,82.0,3.875,3.875,8.165
Intelbras - Comunicação (A7B),2022-12-01,[CM - EC] Conversão (PMAX) - Wide Chat,MIXED,5916.0,603.5,629.0,51.0,51.0,868.0252615
Intelbras - E-commerce (A7B),2022-12-01,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,16936.0,224.0,224.0,0.0,0.0,32.468408
Intelbras - Controle de Acesso (A7B),2022-12-01,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (display) - Automatizadores Awareness Remarketing,CONTENT,2524.5,102.0,102.0,7.9049999999999985,7.9049999999999985,184.7888695
Intelbras - Controle de Acesso (A7B),2022-12-01,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,8721.0,731.0,731.0,85.0,85.0,701.08
Intelbras - E-commerce (A7B),2022-12-01,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,9647.5,1632.0,1632.0,34.0,34.0,228.905
Intelbras - Segurança (A7B),2022-12-01,[SEG - TMR] Tráfego (Search) - Micro SD,SEARCH,20570.0,518.5,518.5,0.0,0.0,201.195
Intelbras - Redes (A7B),2022-12-01,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,9953.5,510.0,510.0,42.5,42.5,502.01
Intelbras - Redes (A7B),2022-12-01,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,5907.5,255.0,255.0,68.0,68.0,346.63
Intelbras - Controle de Acesso (A7B),2022-12-01,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,33073.5,144.5,16617.5,8.5,8.5,482.1589045
Intelbras - Redes (A7B),2022-12-01,[REDES - FIBRA-ÓPTICA] CONSIDERAÇÃO (youtube) - Fibra Óptica,YOUTUBE_WATCH,25959.0,102.0,18096.5,0.0,0.0,496.362974
Intelbras - E-commerce (A7B),2022-12-01,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,1058.5,14.0,14.0,0.0,0.0,2.0292755
Intelbras - Segurança (A7B),2022-12-01,[SEG - AS] Leads (Search) - Série 8000,CONTENT,212.5,8.5,8.5,0.0,0.0,0.86581
Intelbras - Energia Solar (A7B),2022-12-01,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,1241.0,51.0,51.0,0.0,0.0,125.12
Intelbras - Energia Solar (A7B),2022-12-01,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,612.0,51.0,51.0,0.0,0.0,146.03
Intelbras - E-commerce (A7B),2022-12-01,[E-COMMERCE] Institucional - Conversão,SEARCH,32351.0,4785.5,4785.5,93.5,93.5,268.685
Intelbras - Segurança (A7B),2022-12-01,[SEG - AS] Leads (Search) - Série 8000,SEARCH,19448.0,1589.5,1589.5,85.0,85.0,724.455
Intelbras - Segurança (A7B),2022-12-01,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,4369.0,221.0,221.0,0.0,0.0,161.245
Intelbras - Redes (A7B),2022-12-01,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,12223.0,935.0,935.0,59.5,59.5,358.19
Intelbras - Segurança (A7B),2022-12-01,[SEG - TMR] Remarketing (Display) - Micro SD,CONTENT,3400.0,59.5,59.5,0.0,0.0,20.1271075
Intelbras - E-commerce (A7B),2022-11-30,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,33640.0,320.0,320.0,16.0,16.0,197.92
Intelbras - E-commerce (A7B),2022-11-30,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,5731.5,41.0,41.0,2.97,2.97,5.985
Intelbras - E-commerce (A7B),2022-11-30,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,1838.0,10.5,10.5,0.0,0.0,3.1
Intelbras - E-commerce (A7B),2022-11-30,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,19944.0,168.0,168.0,0.0,0.0,71.6
Intelbras - Energia Solar (A7B),2022-11-30,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,705.5,25.5,25.5,0.0,0.0,80.92
Intelbras - Comunicação (A7B),2022-11-30,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,12121.0,382.5,382.5,0.0,0.0,655.265
Intelbras - Solução Residencial (A7B),2022-11-30,AT - Sol. Residenciais - Venda - Casa Inteligente - Lar e Entretenimento - Específica - Jun/22,SEARCH,5338.0,323.0,323.0,0.0,0.0,84.915
Intelbras - Solução Residencial (A7B),2022-11-30,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Específica - Jun/22,SEARCH,7505.5,459.0,459.0,0.0,0.0,85.0
Intelbras - Solução Residencial (A7B),2022-11-30,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Genérica - Jun/22,SEARCH,2482.0,127.5,127.5,0.0,0.0,85.0
Intelbras - E-commerce (A7B),2022-11-30,[CORP - ECOM] Purchase (Search) - Black November [Geral],SEARCH,13676.5,4819.5,4819.5,76.5,76.5,255.0
Intelbras - Segurança (A7B),2022-11-30,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,3434.0,127.5,127.5,8.5,8.5,90.1
Intelbras - Energia Solar (A7B),2022-11-30,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,55037.5,2626.5,2626.5,59.5,59.5,348.67
Intelbras - Solução Residencial (A7B),2022-11-30,AT - Sol. Residenciais - Venda - Casa Inteligente - Display Remarketing - Jul/22,CONTENT,7684.0,93.5,93.5,0.0,0.0,84.8873325
Intelbras - Solução Grandes Empresas (A7B),2022-11-30,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,1047098.0,994.5,994.5,0.0,0.0,882.779587
Intelbras - Segurança (A7B),2022-11-30,[SEG - TMR] Remarketing (Display) - Micro SD,CONTENT,1045.5,0.0,0.0,0.0,0.0,0.0
Intelbras - Segurança (A7B),2022-11-30,[SEG - AS] Remarketing (Display) - Série 8000,CONTENT,3136.5,127.5,127.5,0.0,0.0,299.2364565
Intelbras - Redes (A7B),2022-11-30,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Business-Fi,YOUTUBE_WATCH,68102.0,0.0,1377.0,0.0,0.0,100.045
Intelbras - Segurança (A7B),2022-11-30,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_WATCH,2550382.5,0.0,81907.5,0.0,0.0,5299.5
Intelbras - Segurança (A7B),2022-11-30,[SEG - CFTVIP] Visualizações nos Vídeos (In-feed) - CFTV IP Live,YOUTUBE_SEARCH,1327.5,0.0,30.0,0.0,0.0,1.5
